,,,,2005-06 Season,2005-06 Season,2005-06 Season,2005-06 Season,2005-06 Season,2005-06 Season,,Career at Current School,Career at Current School,Career at Current School,Career at Current School,Career at Current School,Career at Current School,Career at Current School,Career at Current School,,Career Overall,Career Overall,Career Overall,Career Overall,Career Overall,Career Overall,Career Overall
Coach,School,Conference,,W,L,W-L%,AP Pre,AP Post,NCAA Tournament,,Since,W,L,W-L%,NCAA,S16,FF,Chmp,,W,L,W-L%,NCAA,S16,FF,Chmp
Mike Adras,Northern Arizona,Big Sky,,21,11,.656,,,,,1999-00,111,94,.541,1,,,,,111,94,.541,1,,,
Cy Alexander,Tennessee State,OVC,,13,15,.464,,,,,2003-04,34,53,.391,,,,,,310,253,.551,5,,,
Steve Alford,Iowa,Big Ten,,25,9,.735,20,15,Lost First Round,,1999-00,135,92,.595,3,,,,,213,140,.603,4,1,,
Dana Altman,Creighton,MVC,,20,10,.667,,,,,1994-95,238,130,.647,6,,,,,321,197,.620,7,,,
Tommy Amaker,Michigan,Big Ten,,22,11,.667,,,,,2001-02,86,71,.548,,,,,,154,126,.550,1,1,,
Mike Anderson Sr,UAB,CUSA,,24,7,.774,,25,Lost First Round,,2002-03,89,41,.685,3,1,,,,89,41,.685,3,1,,
Tevester Anderson,Jackson State,SWAC,,15,17,.469,,,,,2003-04,42,51,.452,,,,,,145,103,.585,2,,,
Ronnie Arrow,Texas A&M-Corpus Christi,Ind,,20,8,.714,,,,,2002-03,69,42,.622,,,,,,183,135,.575,2,,,
Rick Barnes,Texas,Big 12,,30,7,.811,2,9,Lost Regional Final,,1998-99,191,76,.715,8,4,1,,,393,210,.652,14,5,1,
Rod Barnes,Ole Miss,SEC,,14,16,.467,,,,,1998-99,141,109,.564,3,1,,,,141,109,.564,3,1,,
Jim Baron,Rhode Island,A-10,,14,14,.500,,,,,2001-02,67,82,.450,,,,,,273,284,.490,2,,,
Murry Bartow,ETSU,A-Sun,,15,13,.536,,,,,2003-04,52,38,.578,1,,,,,155,121,.562,2,,,
Duggar Baucom,VMI,Big South,,7,20,.259,,,,,2005-06,7,20,.259,,,,,,7,20,.259,,,,
Butch Beard,Morgan State,MEAC,,4,26,.133,,,,,2001-02,39,105,.271,,,,,,84,174,.326,1,,,
John Beilein,West Virginia,Big East,,22,11,.667,14,22,Lost Regional Semifinal,,2002-03,77,51,.602,2,2,,,,266,166,.616,4,2,,
Dick Bennett,Washington State,Pac-10,,11,17,.393,,,,,2003-04,36,49,.424,,,,,,316,227,.582,7,1,1,
Randy Bennett,Saint Mary's,WCC,,17,12,.586,,,,,2001-02,85,68,.556,1,,,,,85,68,.556,1,,,
Ben Betts Jr,South Carolina State,MEAC,,14,16,.467,,,,,1994-95,52,41,.559,,,,,,52,41,.559,,,,
Paul Biancardi,Wright State,Horizon,,13,15,.464,,,,,2003-04,42,44,.488,,,,,,42,44,.488,,,,
Eddie Biedenbach,UNC Asheville,Big South,,9,19,.321,,,,,1996-97,131,157,.455,1,,,,,160,208,.435,1,,,
Dave Bike,Sacred Heart,NEC,,11,17,.393,,,,,1999-00,53,142,.272,,,,,,53,142,.272,,,,
Jim Boeheim *,Syracuse,Big East,,23,12,.657,16,21,Lost First Round,,1976-77,726,253,.742,25,13,3,1,,726,253,.742,25,13,3,1
Ken Bone,Portland State,Big Sky,,12,16,.429,,,,,2005-06,12,16,.429,,,,,,12,16,.429,,,,
John Brady,LSU,SEC,,27,9,.750,,19,Lost National Semifinal,,1997-98,167,111,.601,4,2,1,,,256,188,.577,4,2,1,
Matt Brady,Marist,MAAC,,19,10,.655,,,,,2004-05,30,27,.526,,,,,,30,27,.526,,,,
Bobby Braswell,Cal State Northridge,Big West,,11,17,.393,,,,,1996-97,154,140,.524,1,,,,,154,140,.524,1,,,
Ben Braun,California,Pac-10,,20,11,.645,,,Lost First Round,,1996-97,186,121,.606,5,1,,,,370,254,.593,8,2,,
Mike Brey,Notre Dame,Big East,,16,14,.533,,,,,2000-01,118,70,.628,3,1,,,,217,122,.640,5,1,,
Horace Broadnax,Savannah State,Ind,,2,28,.067,,,,,2005-06,2,28,.067,,,,,,44,116,.275,,,,
Kevin Bromley,Cal Poly,Big West,,10,19,.345,,,,,2000-01,61,95,.391,,,,,,61,95,.391,,,,
Milan Brown,Mount St. Mary's,NEC,,13,17,.433,,,,,2003-04,30,56,.349,,,,,,30,56,.349,,,,
Will Brown,Albany (NY),AEC,,21,11,.656,,,Lost First Round,,2001-02,53,83,.390,1,,,,,53,83,.390,1,,,
Brad Brownell,UNC Wilmington,CAA,,25,8,.758,,,Lost First Round,,2002-03,83,40,.675,2,,,,,83,40,.675,2,,,
Tim Buckley,Ball State,MAC,,10,18,.357,,,,,2000-01,93,87,.517,,,,,,93,87,.517,,,,
Mike Burns,Eastern Washington,Big Sky,,15,15,.500,,,,,2004-05,23,35,.397,,,,,,23,35,.397,,,,
Bob Burton,Cal State Fullerton,Big West,,16,13,.552,,,,,2003-04,48,41,.539,,,,,,48,41,.539,,,,
Rick Byrd,Belmont,A-Sun,,20,11,.645,,,Lost First Round,,1999-00,103,101,.505,1,,,,,103,101,.505,1,,,
Jeff Bzdelik,Air Force,MWC,,24,7,.774,,,Lost First Round,,2005-06,24,7,.774,1,,,,,49,38,.563,1,,,
Jim Calhoun,UConn,Big East,,30,4,.882,3,2,Lost Regional Final,,1986-87,487,178,.732,14,11,2,2,,735,315,.700,19,11,2,2
John Calipari,Memphis,CUSA,,33,4,.892,12,4,Lost Regional Final,,2000-01,148,59,.715,3,1,,,,341,130,.724,8,4,1,
Dave Calloway,Monmouth,NEC,,19,15,.559,,,Lost First Round,,1997-98,130,122,.516,3,,,,,130,122,.516,3,,,
Bret Campbell,UT-Martin,OVC,,13,15,.464,,,,,1999-00,78,119,.396,,,,,,78,119,.396,,,,
Jeff Capel III,VCU,CAA,,19,10,.655,,,,,2002-03,79,41,.658,1,,,,,79,41,.658,1,,,
Bill Carmody,Northwestern,Big Ten,,14,15,.483,,,,,2000-01,82,95,.463,,,,,,174,120,.592,2,,,
Terry Carroll,Denver,Sun Belt,,16,15,.516,,,,,2001-02,75,74,.503,,,,,,75,74,.503,,,,
Tim Carter,UTSA,Southland,,11,17,.393,,,,,1995-96,160,152,.513,2,,,,,160,152,.513,2,,,
John Chaney,Temple,A-10,,17,15,.531,,,,,1982-83,516,253,.671,17,5,,,,516,253,.671,17,5,,
Jim Christian,Kent State,MAC,,25,9,.735,,,Lost First Round,,2002-03,88,41,.682,1,,,,,88,41,.682,1,,,
Steve Cleveland,Fresno State,WAC,,15,13,.536,,,,,2005-06,15,13,.536,,,,,,153,121,.558,3,,,
Charlie Coles,Miami (OH),MAC,,18,11,.621,,,,,1996-97,175,126,.581,2,1,,,,266,211,.558,3,1,,
Barry Collier,Nebraska,Big 12,,19,14,.576,,,,,2000-01,89,91,.494,,,,,,285,223,.561,3,,,
Bobby Collins,Hampton,MEAC,,16,16,.500,,,Lost Opening Round,,2002-03,65,57,.533,1,,,,,65,57,.533,1,,,
Jimmy Collins,UIC,Horizon,,16,15,.516,,,,,1996-97,162,138,.540,3,,,,,162,138,.540,3,,,
Ronnie Courtney,Texas Southern,SWAC,,8,22,.267,,,,,2001-02,62,82,.431,1,,,,,62,82,.431,1,,,
Joe Cravens,Weber State,Big Sky,,10,17,.370,,,,,1999-00,116,88,.569,1,,,,,170,141,.547,1,,,
Tom Crean,Marquette,Big East,,20,11,.645,,,Lost First Round,,1999-00,141,76,.650,3,1,1,,,141,76,.650,3,1,1,
Jim Crews,Army,Patriot,,5,22,.185,,,,,2002-03,19,89,.176,,,,,,313,298,.512,4,,,
Mick Cronin,Murray State,OVC,,24,7,.774,,,Lost First Round,,2003-04,69,24,.742,2,,,,,69,24,.742,2,,,
Dan Dakich,Bowling Green State,MAC,,9,21,.300,,,,,1997-98,143,122,.540,,,,,,143,122,.540,,,,
Keith Dambrot,Akron,MAC,,23,10,.697,,,,,2004-05,42,20,.677,,,,,,62,54,.534,,,,
Robert Davenport,Texas-Rio Grande Valley,Ind,,7,24,.226,,,,,2004-05,19,40,.322,,,,,,19,40,.322,,,,
Dick Davey,Santa Clara,WCC,,13,16,.448,,,,,1992-93,230,180,.561,3,,,,,230,180,.561,3,,,
Emmett Davis,Colgate,Patriot,,10,19,.345,,,,,1998-99,108,119,.476,,,,,,108,119,.476,,,,
Kermit Davis Jr,Middle Tennessee,Sun Belt,,16,12,.571,,,,,2002-03,68,50,.576,,,,,,139,100,.582,2,,,
Larry Davis,Furman,Southern,,15,13,.536,,,,,1997-98,124,139,.471,,,,,,124,139,.471,,,,
Mike Davis,Indiana,Big Ten,,19,12,.613,24,,Lost Second Round,,2000-01,115,79,.593,4,1,1,,,115,79,.593,4,1,1,
Tom Davis,Drake,MVC,,12,19,.387,,,,,2003-04,37,51,.420,,,,,,580,341,.630,11,5,,
Ed DeChellis,Penn State,Big Ten,,15,15,.500,,,,,2003-04,31,57,.352,,,,,,136,150,.476,1,,,
Joe DeSantis,Quinnipiac,NEC,,12,16,.429,,,,,1998-99,95,130,.422,,,,,,95,130,.422,,,,
Mike Deane,Wagner,NEC,,13,14,.481,,,,,2003-04,39,47,.453,,,,,,357,241,.597,4,,,
Mike Dement,UNC Greensboro,Southern,,12,19,.387,,,,,1991-92,67,75,.472,,,,,,274,265,.508,1,,,
Tommy Dempsey,Rider,MAAC,,8,20,.286,,,,,2005-06,8,20,.286,,,,,,8,20,.286,,,,
Pat Dennis,The Citadel,Southern,,10,21,.323,,,,,1992-93,157,233,.403,,,,,,157,233,.403,,,,
Howie Dickenman,Central Connecticut,NEC,,18,11,.621,,,,,1996-97,156,133,.540,2,,,,,156,133,.540,2,,,
Dave Dickerson,Tulane,CUSA,,12,17,.414,,,,,2005-06,12,17,.414,,,,,,12,17,.414,,,,
Jamie Dixon,Pitt,Big East,,25,8,.758,,16,Lost Second Round,,2003-04,76,22,.776,3,1,,,,76,22,.776,3,1,,
Matt Doherty,Florida Atlantic,A-Sun,,15,13,.536,,,,,2005-06,15,13,.536,,,,,,90,71,.559,1,,,
Steve Donahue,Cornell,Ivy,,13,15,.464,,,,,2000-01,58,105,.356,,,,,,58,105,.356,,,,
Billy Donovan,Florida,SEC,,33,6,.846,,11,Won National Final,,1996-97,226,98,.698,8,3,2,1,,261,118,.689,8,3,2,1
Neil Dougherty,TCU,MWC,,6,25,.194,,,,,2002-03,48,75,.390,,,,,,48,75,.390,,,,
Pat Douglass,UC-Irvine,Big West,,16,13,.552,,,,,1997-98,138,120,.535,,,,,,138,120,.535,,,,
Homer Drew,Valparaiso,Mid-Cont,,17,12,.586,,,,,1988-89,285,226,.558,7,1,,,,285,226,.558,7,1,,
Scott Drew,Baylor,Big 12,,4,13,.235,,,,,2003-04,21,53,.284,,,,,,41,64,.390,,,,
Terry Dunn,Dartmouth,Ivy,,6,21,.222,,,,,2004-05,16,38,.296,,,,,,16,38,.296,,,,
Fran Dunphy,Penn,Ivy,,20,9,.690,,,Lost First Round,,1989-90,310,163,.655,9,,,,,310,163,.655,9,,,
Randy Dunton,Liberty,Big South,,7,23,.233,,,,,1997-98,63,85,.426,1,,,,,63,85,.426,1,,,
Mick Durham,Montana State,Big Sky,,15,15,.500,,,,,1990-91,246,213,.536,1,,,,,246,213,.536,1,,,
Orlando Early,Louisiana-Monroe,Southland,,10,18,.357,,,,,2005-06,10,18,.357,,,,,,10,18,.357,,,,
Jerry Eaves,North Carolina A&T,MEAC,,6,23,.207,,,,,2003-04,15,72,.172,,,,,,15,72,.172,,,,
Larry Eustachy,Southern Miss,CUSA,,10,21,.323,,,,,2004-05,21,38,.356,,,,,,281,183,.606,3,1,,
Bill Evans,Southern Utah,Mid-Cont,,10,20,.333,,,,,1991-92,192,209,.479,1,,,,,192,209,.479,1,,,
Jessie Evans,San Francisco,WCC,,11,17,.393,,,,,2004-05,28,31,.475,,,,,,160,112,.588,2,,,
Rob Evans,Arizona State,Pac-10,,11,17,.393,,,,,1998-99,119,120,.498,1,,,,,205,201,.505,3,,,
Ron Everhart,Northeastern,CAA,,19,11,.633,,,,,2001-02,82,68,.547,,,,,,174,172,.503,,,,
Houston Fancher,Appalachian State,Southern,,14,16,.467,,,,,2000-01,81,97,.455,,,,,,81,97,.455,,,,
Dennis Felton,Georgia,SEC,,15,15,.500,,,,,2003-04,39,49,.443,,,,,,139,103,.574,3,,,
Jim Ferry,LIU,NEC,,12,16,.429,,,,,2002-03,43,69,.384,,,,,,43,69,.384,,,,
Mark Few,Gonzaga,WCC,,29,4,.879,8,5,Lost Regional Semifinal,,1999-00,188,41,.821,7,3,,,,188,41,.821,7,3,,
Dane Fife,Purdue Fort Wayne,Ind,,10,18,.357,,,,,2005-06,10,18,.357,,,,,,10,18,.357,,,,
Steve Fisher *,San Diego State,MWC,,24,9,.727,,,Lost First Round,,1999-00,105,106,.498,2,,,,,289,188,.606,9,4,3,1
Pat Flannery,Bucknell,Patriot,,27,5,.844,,,Lost Second Round,,1994-95,199,151,.569,2,,,,,199,151,.569,2,,,
Rob Flaska,Centenary (LA),Mid-Cont,,4,23,.148,,,,,2005-06,4,23,.148,,,,,,4,23,.148,,,,
Bruiser Flint,Drexel,CAA,,15,16,.484,,,,,2001-02,83,65,.561,,,,,,169,137,.552,2,,,
Tim Floyd,USC,Pac-10,,17,13,.567,,,,,2005-06,17,13,.567,,,,,,259,144,.643,5,1,,
Travis Ford,UMass,A-10,,13,15,.464,,,,,2005-06,13,15,.464,,,,,,74,95,.438,1,,,
Mark Fox,Nevada,WAC,,27,6,.818,22,20,Lost First Round,,2004-05,52,13,.800,2,,,,,52,13,.800,2,,,
Dwight Freeman,Norfolk State,MEAC,,13,18,.419,,,,,2002-03,52,64,.448,,,,,,98,129,.432,,,,
Mike Garland,Cleveland State,Horizon,,10,18,.357,,,,,2003-04,23,60,.277,,,,,,23,60,.277,,,,
Gary Garner,Southeast Missouri State,OVC,,7,20,.259,,,,,1997-98,126,132,.488,1,,,,,221,236,.484,1,,,
Ray Giacoletti,Utah,MWC,,14,15,.483,,,,,2004-05,43,21,.672,1,1,,,,112,71,.612,2,1,,
John Giannini,La Salle,A-10,,18,10,.643,,,,,2004-05,28,29,.491,,,,,,153,140,.522,,,,
Mike Gillespie,Florida A&M,MEAC,,14,17,.452,,,,,2001-02,69,80,.463,1,,,,,69,80,.463,1,,,
Mike Gillian,Longwood,Ind,,10,20,.333,,,,,2004-05,11,50,.180,,,,,,11,50,.180,,,,
Billy Gillispie,Texas A&M,Big 12,,22,9,.710,,,Lost Second Round,,2004-05,43,19,.694,1,,,,,73,51,.589,2,,,
Bobby Gonzalez,Manhattan,MAAC,,20,11,.645,,,,,1999-00,129,77,.626,2,,,,,129,77,.626,2,,,
Mark Gottfried,Alabama,SEC,,18,13,.581,15,,Lost Second Round,,1998-99,161,96,.626,5,1,,,,229,120,.656,7,1,,
Greg Graham,Boise State,WAC,,14,15,.483,,,,,2002-03,66,59,.528,,,,,,66,59,.528,,,,
James Green,Mississippi Valley State,SWAC,,9,19,.321,,,,,2005-06,9,19,.321,,,,,,132,130,.504,,,,
Tom Green,FDU,NEC,,20,12,.625,,,,,1983-84,378,292,.564,4,,,,,378,292,.564,4,,,
Seth Greenberg,Virginia Tech,ACC,,14,16,.467,,,,,2003-04,45,44,.506,,,,,,258,214,.547,2,,,
Brian Gregory,Dayton,A-10,,14,17,.452,,,,,2003-04,56,37,.602,1,,,,,56,37,.602,1,,,
Frank Haith,Miami (FL),ACC,,18,16,.529,,,,,2004-05,34,29,.540,,,,,,34,29,.540,,,,
Leonard Hamilton,Florida State,ACC,,20,10,.667,,,,,2002-03,65,58,.528,,,,,,265,268,.497,3,1,,
Larry Harrison,Hartford,AEC,,13,15,.464,,,,,2000-01,67,107,.385,,,,,,67,107,.385,,,,
Darrell Hawkins,Prairie View,SWAC,,5,24,.172,,,,,2005-06,5,24,.172,,,,,,5,24,.172,,,,
Steve Hawkins,Western Michigan,MAC,,14,17,.452,,,,,2003-04,60,35,.632,1,,,,,60,35,.632,1,,,
Stan Heath,Arkansas,SEC,,22,10,.688,,,Lost First Round,,2002-03,61,57,.517,1,,,,,91,63,.591,2,1,,
David Henderson,Delaware,CAA,,9,21,.300,,,,,2000-01,85,93,.478,,,,,,85,93,.478,,,,
Bill Herrion,New Hampshire,AEC,,12,17,.414,,,,,2005-06,12,17,.414,,,,,,249,186,.572,3,,,
Tom Herrion,College of Charleston,Southern,,17,11,.607,,,,,2002-03,80,38,.678,,,,,,80,38,.678,,,,
Paul Hewitt,Georgia Tech,ACC,,11,17,.393,,,,,2000-01,107,83,.563,3,1,1,,,173,110,.611,4,1,1,
Barry Hinson,Missouri State,MVC,,22,9,.710,,,,,1999-00,130,90,.591,,,,,,166,113,.595,,,,
Karl Hobbs,George Washington,A-10,,27,3,.900,21,14,Lost Second Round,,2001-02,91,56,.619,2,,,,,91,56,.619,2,,,
Brad Holland,San Diego,WCC,,18,12,.600,,,,,1994-95,182,162,.529,1,,,,,205,193,.515,1,,,
Van Holt,Arkansas-Pine Bluff,SWAC,,13,16,.448,,,,,2002-03,25,87,.223,,,,,,25,87,.223,,,,
Michael Holton,Portland,WCC,,11,18,.379,,,,,2001-02,54,91,.372,,,,,,54,91,.372,,,,
Darrin Horn,Western Kentucky,Sun Belt,,23,8,.742,,,,,2003-04,60,30,.667,,,,,,60,30,.667,,,,
Ben Howland,UCLA,Pac-10,,32,7,.821,19,7,Lost National Final,,2003-04,61,35,.635,2,1,1,,,227,136,.625,5,3,1,
Dick Hunsaker,Utah Valley,Ind,,16,13,.552,,,,,2004-05,32,25,.561,,,,,,147,71,.674,2,1,,
Larry Hunter,Western Carolina,Southern,,13,17,.433,,,,,2005-06,13,17,.433,,,,,,217,165,.568,1,,,
Ron Hunter,IU Indianapolis,Mid-Cont,,19,10,.655,,,,,1998-99,120,118,.504,1,,,,,120,118,.504,1,,,
Tony Ingle,Kennesaw State,A-Sun,,12,17,.414,,,,,2005-06,12,17,.414,,,,,,12,36,.250,,,,
Tom Izzo,Michigan State,Big Ten,,22,12,.647,4,,Lost First Round,,1995-96,255,109,.701,9,6,4,1,,255,109,.701,9,6,4,1
Gil Jackson,Howard,MEAC,,7,22,.241,,,,,2005-06,7,22,.241,,,,,,7,22,.241,,,,
Greg Jackson,Delaware State,MEAC,,21,14,.600,,,,,2000-01,97,83,.539,1,,,,,97,83,.539,1,,,
Lewis Jackson,Alabama State,SWAC,,12,18,.400,,,,,2005-06,12,18,.400,,,,,,12,18,.400,,,,
Jerome Jenkins,Sacramento State,Big Sky,,15,15,.500,,,,,2000-01,66,104,.388,,,,,,66,104,.388,,,,
Rob Jeter,Milwaukee,Horizon,,22,9,.710,,,Lost Second Round,,2005-06,22,9,.710,1,,,,,22,9,.710,1,,,
Ron Jirsa,Marshall,CUSA,,12,16,.429,,,,,2003-04,30,55,.353,,,,,,65,85,.433,,,,
Jay John,Oregon State,Pac-10,,13,18,.419,,,,,2002-03,55,64,.462,,,,,,55,64,.462,,,,
Trent Johnson,Stanford,Pac-10,,16,14,.533,13,,,,2004-05,34,27,.557,1,,,,,113,101,.528,2,1,,
Bobby Jones,Saint Francis (PA),NEC,,4,24,.143,,,,,1999-00,71,123,.366,,,,,,71,123,.366,,,,
James Jones,Yale,Ivy,,15,14,.517,,,,,1999-00,90,106,.459,,,,,,90,106,.459,,,,
Jeff Jones,American,Patriot,,12,17,.414,,,,,2000-01,87,88,.497,,,,,,233,192,.548,5,2,,
Joe Jones,Columbia,Ivy,,11,16,.407,,,,,2003-04,33,48,.407,,,,,,33,48,.407,,,,
Johnny Jones,North Texas,Sun Belt,,14,14,.500,,,,,2001-02,63,78,.447,,,,,,78,94,.453,,,,
Kevin Jones,Chicago State,Mid-Cont,,11,19,.367,,,,,2002-03,32,70,.314,,,,,,32,70,.314,,,,
Stan Joplin,Toledo,MAC,,20,11,.645,,,,,1996-97,172,124,.581,,,,,,172,124,.581,,,,
Rob Judson,Northern Illinois,MAC,,17,11,.607,,,,,2001-02,67,78,.462,,,,,,67,78,.462,,,,
Greg Kampe,Oakland,Mid-Cont,,11,18,.379,,,,,1999-00,96,111,.464,1,,,,,96,111,.464,1,,,
Danny Kaspar,Stephen F. Austin,Southland,,17,12,.586,,,,,2000-01,93,76,.550,,,,,,93,76,.550,,,,
Dean Keener,James Madison,CAA,,5,23,.179,,,,,2004-05,11,45,.196,,,,,,11,45,.196,,,,
Andy Kennedy,Cincinnati,Big East,,21,13,.618,,,,,2005-06,21,13,.618,,,,,,21,13,.618,,,,
Pat Kennedy,Towson,CAA,,12,16,.429,,,,,2004-05,17,40,.298,,,,,,433,351,.552,8,2,,
